Url kad.arbitr,Название,Сумма иска,Проверить сумму иска,Директор,КПП,Адрес,Companiumru Телефон,Companiumru Эл. почта,Companiumru Сайт
https://kad.arbitr.ru/Card/451ea47e-d7b9-4be9-840e-f5d229203a77,"ООО ""УК ""КВАРТАЛЫ НОВОЙ РИГИ""",1302251.08,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Сидорова Анна Александровна,773401001,"123458, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СТРОГИНО, ТВАРДОВСКОГО УЛ., Д. 12, К. 2, ПОМЕЩ. 4/Ц",+7 916 400-31-71; +7 903 805-87-87; +7 800 707-78-67; +7 985 360-80-83,nikolaeva@fmprorealty.ru; krupnova@fmprorealty.ru,
https://kad.arbitr.ru/Card/9dd3bcf7-ca72-43f3-92b9-6eaafe61f09b,"ООО ""КП-9-2""",172463.51,нет,ДИРЕКТОР: Гладкова Раиса Васильевна,770701001,"127006, ГОРОД МОСКВА, КРАСНОПРОЛЕТАРСКАЯ УЛИЦА, 9, 2",+7 495 609-28-21; +7 916 255-44-74,kp-9-2@mail.ru,dom.gosuslugi.ru
https://kad.arbitr.ru/Card/0a967d43-e44f-4dc3-bf79-5c87ef053fa1,"ООО ""ТРЕЙД ИНЖИНИРИНГ""",36702754.94,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Бурма Евгений Анатольевич,770501001,"115054, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЗАМОСКВОРЕЧЬЕ, 5-Й МОНЕТЧИКОВСКИЙ ПЕР., Д. 16, ПОМЕЩ. 2П",+7 495 640-66-44; +7 495 640-99-44; +7 495 332-51-56,titender@yandex.ru,
https://kad.arbitr.ru/Card/e095e239-d113-4769-8adc-d97907d541ee,"ООО ""ФАРМА""",330464,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Шевченко Амалия Александровна,772901001,"119361, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОЧАКОВО-МАТВЕЕВСКОЕ, НАТАШИ КОВШОВОЙ УЛ., Д. 27, ПОМЕЩ. 2/1",,pharmacompany@bk.ru,
https://kad.arbitr.ru/Card/1fde423a-6c62-4918-97c9-19a295d00064,"ООО ""ТЕПЛОРЕСУРС""",100887682.16,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Пономарева Елена Юрьевна,482301001,"398901, ЛИПЕЦКАЯ ОБЛ, ЛИПЕЦК Г, МОРСКАЯ УЛ, ВЛД. 30А, КОМНАТА 33",+7 474 228-80-36; +7 474 247-97-50; +7 904 219-46-95; +7 472 243-32-70; +7 910 351-30-69,teploresurs48@yandex.ru,
https://kad.arbitr.ru/Card/54a12f0d-d55b-4274-a714-975c53e0a62e,"ООО ""КЕДР ГРУПП""",347285.96,нет,ДИРЕКТОР: Каховский Николай Александрович,673201001,"214038, РОССИЯ, СМОЛЕНСКАЯ ОБЛ., ГОРОД СМОЛЕНСК Г.О., СМОЛЕНСК Г., КЛОВСКАЯ УЛ., Д. 52А, ПОМЕЩ. 1.5, ОФИС 3",,,
https://kad.arbitr.ru/Card/adae71bc-3b56-4631-a440-d48a6455b2ab,"ООО ""ЖКХ КИЕВСКИЙ""",511785.56,нет,ДИРЕКТОР: Мечулаев Иван Иванович,775101001,"108800, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. ПОСЕЛЕНИЕ КИЕВСКИЙ, КИЕВСКИЙ РП., Д. 18, КВ. 75",+7 926 188-53-54; +7 495 846-33-80,gkh18a@mail.ru,kievskij.house.ru; kievskij.house.ru
https://kad.arbitr.ru/Card/6a53352a-50a1-4478-a572-444792dea5e4,"ООО ""ИПОТЕКА-МАРКЕТ""",700000,нет,ДИРЕКТОР: Островский Андрей Юрьевич,616301001,"344002, РОССИЯ, РОСТОВСКАЯ ОБЛ., ГОРОД РОСТОВ-НА-ДОНУ Г.О., РОСТОВ-НА-ДОНУ Г., МАКСИМА ГОРЬКОГО УЛ., Д. 120, ОФИС 34",+7 918 512-38-72,,
https://kad.arbitr.ru/Card/48ebb076-74ad-4e9c-8d1c-2f28921f0ba3,"ООО ""ЭКСЖИЛ""",3160379.68,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Чуркин Дмитрий Сергеевич,771901001,"105275, ГОРОД МОСКВА, СОКОЛИНОЙ ГОРЫ 5-Я УЛИЦА, ДОМ 25А, ЭТАЖ 2 ПОМ VI Ч КОМН 15",+7 495 783-02-07; +7 495 799-97-43; +7 495 470-95-78; +7 800 234-22-22; +7 495 505-89-89,exzhil@mail.ru; belovalv@pik-comfort.ru; beljaevajf@pik-comfort.ru; 7716209662_772301001@eo.tensor.ru,exzhil.ru
https://kad.arbitr.ru/Card/cab497ff-1cd1-4b19-a093-172bea1b78df,"ООО ""ГЕНЕРАЛЬНЫЙ ПОДРЯДЧИК №1""",32272486.14,нет,,772601001,"117545, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЧЕРТАНОВО ЦЕНТРАЛЬНОЕ, ДОРОЖНАЯ УЛ., Д. 3, К. 20, ЭТАЖ 2, ПОМЕЩ. II КОМ. 6",+7 800 234-22-22; +7 905 594-00-02,serguninaem@pik-comfort.ru; scherbinaia@pik-comfort.ru; tsetsyra@pik-comfort.ru,
https://kad.arbitr.ru/Card/39d61ad1-9d46-4f7a-aeef-348de2d92f91,"ООО ""ИСК ""ПЕТРОИНЖИНИРИНГ""",200000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Герасименко Александр Петрович,773601001,"117393, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЛОМОНОСОВСКИЙ, АКАДЕМИКА ПИЛЮГИНА УЛ., Д. 22",+7 499 372-00-77; +7 346 674-70-90,info@petroin.ru; info@iscpetro.ru,iscpetro.ru
https://kad.arbitr.ru/Card/ae78d246-1cb2-45af-b366-c0bbca918fae,"ООО ""ЭКОСТРОЙСЕРВИС""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Парциба Игорь Анатольевич,570301001,"303030, РОССИЯ, ОРЛОВСКАЯ ОБЛ., ГОРОД МЦЕНСК Г.О., МЦЕНСК Г., МЦЕНСК Г., СОВЕТСКАЯ УЛ., ДВЛД. 43, ПОМЕЩ. 2",+7 486 464-06-33,o.krivohizhina@ecologistic.pro; shipolga55@yandex.ru; m.lotohin@ecologistic.pro; ess@mce.orel.ru,
https://kad.arbitr.ru/Card/e0d15b3f-3d21-4a21-b393-f7d6b8a9069e,"ООО ""ЧИСТЫЙ ЛИСТ""",2253362.64,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Корякова Яна Александровна,770401001,"121099, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ АРБАТ, МАЛЫЙ КАКОВИНСКИЙ ПЕР., Д. 1/8, СТР. 2, ПОМЕЩ. 1/1",,yanaaleks.k@mail.ru,
https://kad.arbitr.ru/Card/18cc5b7a-42d9-4204-914b-d86a69bc7a64,"ООО ""ГЛОБАЛ ФИТ""",219128,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Аредов Юрий Михайлович,772701001,"117042, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЮЖНОЕ БУТОВО, ВЕНЁВСКАЯ УЛ., Д. 6, ЭТ./ПОМЕЩ. 4/I, КОМ. 1-29, 32-33",+7 903 748-92-38,,
https://kad.arbitr.ru/Card/5bfc8ce0-a850-4592-83fc-0403f83a9854,"ООО ""ХАУЗКЛИН""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Шаталин Александр Юрьевич,775101001,"108836, ГОРОД МОСКВА, ДЕСЕНОВСКОЕ ПОСЕЛЕНИЕ, НОВОВАТУТИНСКИЙ ПРОСПЕКТ, ДОМ 12, ПОМЕЩЕНИЕ VII",+7 499 962-51-71,nryabokon@prfstr.ru; tzubakina@hclean.ru,hclean.ru
https://kad.arbitr.ru/Card/b65fcb3d-9fdc-490e-8f06-d546edd9b439,"ООО ""СК МЖК""",588000,нет,ЛИКВИДАТОР: Орловский Ян Новомирович,771801001,"107589, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ГОЛЬЯНОВО, КРАСНОЯРСКАЯ УЛ., Д. 17, ЭТАЖ/ПОМ/КОМ/ОФ 1/XV/2/76",,,
https://kad.arbitr.ru/Card/d776849b-344a-4db8-8976-f3e493018a42,"ООО ""МАСТЕР ЛАНЧ ПЛЮС СЕВЕР""",367209.6,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Степанов Григорий Васильевич,502901001,"141008, МОСКОВСКАЯ ОБЛАСТЬ, МЫТИЩИ ГОРОД, КОЛПАКОВА УЛИЦА, СТРОЕНИЕ 2В, ЭТАЖ 2, ПОМЕЩЕНИЕ 1,ОФИС 22",+7 916 910-09-87; +7 495 505-74-34,buh@masterlunch.ru,
https://kad.arbitr.ru/Card/efc58481-2b8e-4f53-9716-2a82fdeebb55,"ООО ""РБЕ ""ФИЛИАЛ ПОВОЛЖЬЕ""",221607.3,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Коваль Евгений Александрович,631601001,"443110, РОССИЯ, САМАРСКАЯ ОБЛ., САМАРА Г.О., ОКТЯБРЬСКИЙ ВН.Р-Н, САМАРА Г., МИЧУРИНА УЛ., ЗД. 21, ПОМЕЩ. Н13",,,
https://kad.arbitr.ru/Card/4fc8db4e-155c-41f3-9316-73d643cc5506,"ООО ""НОВЫЙ ФОРМАТ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Мишин Юрий Евгеньевич,771801001,"107497, ГОРОД МОСКВА, МОНТАЖНАЯ УЛИЦА, ДОМ 3, ОФИС 30А",,,
https://kad.arbitr.ru/Card/bc32fb0d-78ed-42d2-9b07-3bc2bfabde16,"ООО ""РБЕ ""ФИЛИАЛ ПОВОЛЖЬЕ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Коваль Евгений Александрович,631601001,"443110, РОССИЯ, САМАРСКАЯ ОБЛ., САМАРА Г.О., ОКТЯБРЬСКИЙ ВН.Р-Н, САМАРА Г., МИЧУРИНА УЛ., ЗД. 21, ПОМЕЩ. Н13",,,
https://kad.arbitr.ru/Card/780c4e38-34e8-4445-82cf-39ae029f3d39,"ООО ""РБЕ ""ФИЛИАЛ ПОВОЛЖЬЕ""",156251.48,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Коваль Евгений Александрович,631601001,"443110, РОССИЯ, САМАРСКАЯ ОБЛ., САМАРА Г.О., ОКТЯБРЬСКИЙ ВН.Р-Н, САМАРА Г., МИЧУРИНА УЛ., ЗД. 21, ПОМЕЩ. Н13",,,
https://kad.arbitr.ru/Card/1f6546eb-eed5-4651-828f-9a1ada6e380c,"ООО ""ЮГ ДЕВЕЛОПМЕНТ""",0,да,"Управляющая организация: АКЦИОНЕРНОЕ ОБЩЕСТВО ""УПРАВЛЕНИЕ НЕДВИЖИМОСТЬЮ""",772601001,"117105, Г МОСКВА, ВАРШАВСКОЕ Ш, Д. 9, СТР. 1Б, ЭТ 2 ПОМ XVII КОМ 23",+7 495 952-20-28; +7 495 780-66-96,reception@dm1867.ru,dm1867.ru
https://kad.arbitr.ru/Card/99be88a8-f6e9-43c1-9014-0603ffd9f1e8,"ООО ""СТРОЙГАРАНТ""",346062.18,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Тюков Дмитрий Юрьевич,771801001,"107497, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ГОЛЬЯНОВО, ИРКУТСКАЯ УЛ., Д. 11, К. 1, ПОМЕЩ. 1/1",+7 926 457-91-01,,
https://kad.arbitr.ru/Card/ab1abd8b-2714-4ff7-abf9-8bdff2f3dd10,"ООО ""ПЕРФОБУР""",617018.84,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Лягов Илья Александрович,770201001,"127051, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ МЕЩАНСКИЙ, ТРУБНАЯ УЛ., Д. 21, ЭТАЖ 4",+7 499 649-39-00,e.grankina@asbkonsulting.ru,perfobur.com
https://kad.arbitr.ru/Card/e13fbdd0-9083-4668-9fe7-731d15576a81,"ООО ""ГРАНТ ФРЕШ""",252412.08,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Баклачян Араик Левонович,504701001,"141435, МОСКОВСКАЯ ОБЛАСТЬ, ХИМКИ ГОРОД, НОВОГОРСК МИКРОРАЙОН, СОСНОВАЯ (НОВОГОРСК МКР.) УЛ, ВЛАДЕНИЕ 1, КОМНАТА 13",+7 968 006-09-08,,
https://kad.arbitr.ru/Card/e2af28ef-9887-4341-81a5-5dd4ddecf29b,"ООО ""МАШИНКО""",172001.56,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Беленков Павел Игоревич,774301001,"125195, ГОРОД МОСКВА, ЛЕНИНГРАДСКОЕ ШОССЕ, ДОМ 47, СТР. 2, 3 ЭТАЖ ПОМ. VII, КОМ.1,2",+7 495 640-11-76; +7 915 077-27-68,gavrilkin_i@np-com.ru; belenkovpi@mashinco.ru,
https://kad.arbitr.ru/Card/fb33467e-7b4d-47b5-8e86-67a72df1a71b,"ООО ""АДИ ГРУПП""",194474.6,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Конфеткин Олег Викторович,774301001,"125438, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ГОЛОВИНСКИЙ, АВТОМОТОРНАЯ УЛ., Д. 4А, СТР. 21, ПОМЕЩ. 6П",+7 925 835-19-47,sa906910@yandex.ru,
https://kad.arbitr.ru/Card/a84a1d9a-dc14-4f95-9e42-750f45d10d28,"ООО ""БИЗНЕС ПАРК""",475000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гирько Ольга Владимировна,230801001,"350051, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., ГАРАЖНАЯ УЛ., Д. 132, ПОМЕЩЕНИЕ 38,39",+7 904 999-87-26,finansist2009@gmail.com,
https://kad.arbitr.ru/Card/bf6c9c04-2469-46ef-93a3-97c6d879182b,"ООО ""БИЗНЕС ПАРК""",490000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гирько Ольга Владимировна,230801001,"350051, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., ГАРАЖНАЯ УЛ., Д. 132, ПОМЕЩЕНИЕ 38,39",+7 904 999-87-26,finansist2009@gmail.com,
https://kad.arbitr.ru/Card/ce870ab6-1b05-4334-9a55-f0fcfe34aa2a,"ООО ""БИЗНЕС ПАРК""",495000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гирько Ольга Владимировна,230801001,"350051, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., ГАРАЖНАЯ УЛ., Д. 132, ПОМЕЩЕНИЕ 38,39",+7 904 999-87-26,finansist2009@gmail.com,
https://kad.arbitr.ru/Card/0a597694-60e9-49f4-8455-d5d68b7e2c92,"ООО ""БИЗНЕС ПАРК""",480000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гирько Ольга Владимировна,230801001,"350051, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., ГАРАЖНАЯ УЛ., Д. 132, ПОМЕЩЕНИЕ 38,39",+7 904 999-87-26,finansist2009@gmail.com,
https://kad.arbitr.ru/Card/96e8810d-7d28-40f9-9fe4-958ebfc4eb2c,"ООО ""БИЗНЕС ПАРК""",435500,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гирько Ольга Владимировна,230801001,"350051, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., ГАРАЖНАЯ УЛ., Д. 132, ПОМЕЩЕНИЕ 38,39",+7 904 999-87-26,finansist2009@gmail.com,
https://kad.arbitr.ru/Card/62e29796-983d-4430-a5bc-efb706d370b4,"ООО ""БИЗНЕС ПАРК""",495000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Гирько Ольга Владимировна,230801001,"350051, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., ГАРАЖНАЯ УЛ., Д. 132, ПОМЕЩЕНИЕ 38,39",+7 904 999-87-26,finansist2009@gmail.com,
https://kad.arbitr.ru/Card/70c77573-b552-4c35-a4cb-94a35e90ce1b,"ООО ""КИМ""",228214.55,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Урлик Мария Владимировна,503201001,"143002, МОСКОВСКАЯ ОБЛАСТЬ, ОДИНЦОВО ГОРОД, САДОВАЯ УЛИЦА, ДОМ 1А, ПОМЕЩЕНИЕ 1 ЭТАЖ 1",+7 919 669-95-06,bo301@af2006.ru,
https://kad.arbitr.ru/Card/ceb25736-058b-43f6-8d56-5ac4e8cc3ab9,"ООО ""СТРОЙИДЕАЛ""",954569.39,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Красавцев Олег Борисович,780601001,"195112, РОССИЯ, Г. САНКТ-ПЕТЕРБУРГ, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ МАЛАЯ ОХТА, МАЛООХТИНСКИЙ ПР-КТ, Д. 68, ЛИТЕРА А, ПОМЕЩ. 8-Н, ПОМЕЩ. 46 (ОФИС 421)",+7 812 703-72-32; +7 812 703-72-33,info@stroyideal.spb.ru,stroyideal.spb.ru
https://kad.arbitr.ru/Card/3a61b5dd-7290-4a45-9d42-fc13a37ff2b0,"ООО ""ТПО ""НОВЫЙ ВЕК""",546690.99,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дворецкий Вадим Владимирович,772801001,"117342, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, БУТЛЕРОВА УЛ., Д. 17, ПОМЕЩ. 288/4",,,
https://kad.arbitr.ru/Card/ca9f3701-b2d4-4af0-82a6-7158cfbf5697,"ООО ""КАСКАД-ЭНЕРГО""",13499069.72,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Руднев Андрей Александрович,402801001,"248017, КАЛУЖСКАЯ ОБЛАСТЬ, КАЛУГА ГОРОД, МОСКОВСКАЯ УЛИЦА, ДОМ 302, ОФИС 21",+7 495 514-20-09; +7 484 251-68-56; +7 484 255-02-65; +7 484 271-60-04; +7 484 271-60-79; +7 484 271-60-72; +7 495 212-16-05,energy.kaskad@gmail.com; seсretar@kenergo.ru; secretar@kenergo.ru; a.krotov@kenergo.ru; tender@kenergo.ru; secretary@kenergo.ru,kaskad-energo.ru
https://kad.arbitr.ru/Card/135cd3db-8ef6-4216-b928-de0b6b4dc1a7,"ООО ""ПН СТРОЙИННОВАЦИЯ""",1250000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Поносов Денис Александрович,590201001,"614068, РОССИЯ, ПЕРМСКИЙ КРАЙ, ПЕРМСКИЙ Г.О., ПЕРМЬ Г., ОКУЛОВА УЛ., ЗД. 75, К. 2, ОФИС 213,214",+7 902 797-35-63; +7 342 291-93-70,info@pn-si.ru,perm.hh.ru/employer/4773412; pn-si.ru
https://kad.arbitr.ru/Card/abe472d0-6421-4f1a-b957-009377295825,"ООО ""НОВОТРАНС КС""",1604704,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Маслов Денис Юрьевич,422301001,"653053, РОССИЯ, КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС, ПРОКОПЬЕВСКИЙ Г.О., ПРОКОПЬЕВСК Г., ПРОКОПЬЕВСК Г., РОЖДЕСТВЕНСКАЯ УЛ., ЗД. 2Б, ПОМЕЩ. 66",+7 384 665-74-11; +7 923 474-55-44; +7 903 993-45-47,referent@gc-novotrans.ru,novotrans.com
https://kad.arbitr.ru/Card/075b6af9-f703-4b29-b754-b949aefe780a,"ООО ""ТРИУМФ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Корниец Виктор Игоревич,772201001,"109316, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ НИЖЕГОРОДСКИЙ, ТАЛАЛИХИНА УЛ., Д. 41, СТР. 9, ПОМЕЩ. 7Н/6",+7 926 677-83-67; +7 928 318-75-10,vitaselina@yandex.ru; bogdanova170169@mail.ru; triumfzakupki@yandex.ru; secretar.msk@fgup-ohrana.ru,
https://kad.arbitr.ru/Card/ebe04093-6759-4dc5-b165-0d7365cc46c1,"ООО ""ИМПЕКС""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Щебуняев Алексей Александрович,771601001,"129343, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СВИБЛОВО, БЕРИНГОВ ПР-Д, Д. 3, ПОМЕЩ. 14В/1",+7 499 518-87-19; +7 495 961-11-41,skimpex@yandex.ru,
https://kad.arbitr.ru/Card/09af966f-db2e-4228-9f69-fb76412f40a1,"ООО ""ДРУЖБА""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Билян Рафаел Сантурович,500901001,"142008, РОССИЯ, МОСКОВСКАЯ ОБЛ., ДОМОДЕДОВО Г.О., ДОМОДЕДОВО Г., МКР. ЮЖНЫЙ, КУРЫЖОВА УЛ., Д. 30, К. 1, КВ. 133",+7 926 284-77-21,apresyan.garnik@bk.ru,
https://kad.arbitr.ru/Card/3ff15ea8-383d-47c3-b736-2eabf17d65f9,"ООО ""ТРИУМФ-М""",2032378.47,нет,ДИРЕКТОР: Панов Анатолий Александрович,772001001,"111394, ГОРОД МОСКВА, МАРТЕНОВСКАЯ УЛИЦА, ДОМ 5, ПОМ/КОМ/ОФ I/4/206",+7 909 656-34-61,ok170575@yandex.ru,
https://kad.arbitr.ru/Card/264bdf9a-d650-42a7-80e1-2b4465b52ba1,"ООО ""ЛИДЕР ДЕВЕЛОПМЕНТ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Турсунов Олег Ашуралиевич,502401001,"143409, МОСКОВСКАЯ ОБЛАСТЬ, КРАСНОГОРСК ГОРОД, УСПЕНСКАЯ УЛИЦА, ДОМ 5, ПОМЕЩЕНИЕ 14, ОФИС 503-4",+7 495 245-11-11; +7 495 142-94-08; +7 495 660-15-55; +7 495 531-00-87,rybakovaog@fsk.ru; ysb@signalgroup.ru,
https://kad.arbitr.ru/Card/a1c6692a-0843-4587-84ac-9b30067dbe0b,"ООО ""МИРАЛЕКС""",3350352.75,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Щур Илья Гаригинович,773601001,"119261, РОССИЯ, Г МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ГАГАРИНСКИЙ, ВАВИЛОВА УЛ, Д. 64/1, СТР. 1",+7 495 203-78-95; +7 495 788-73-55; +7 966 177-86-68; +7 495 697-62-77; +7 495 134-48-01,,
https://kad.arbitr.ru/Card/0c64628b-74d6-41ba-a8b6-bb0acdd5cc7e,"ООО ""ЭСТА КОНСТРАКШЕН""",2525386.77,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Булакчибаши Сонер,772301001,"115088, ГОРОД МОСКВА, УГРЕШСКАЯ УЛИЦА, ДОМ 2, СТРОЕНИЕ 91, ЭТАЖ 3 ПОМЕЩЕНИЕ 03",+7 495 541-60-19; +7 495 665-46-98; +7 495 730-51-56,info@estacons.com; sentapol@mail.ru,sentapol.ru
https://kad.arbitr.ru/Card/300e3987-b23e-4e30-bb0f-dfb4a64cac4d,"ООО ""САБ-УРБАН""",9821678.22,нет,,502401001,"143442, МОСКОВСКАЯ ОБЛАСТЬ, КРАСНОГОРСК ГОРОД, САБУРОВО ДЕРЕВНЯ, ПАРКОВАЯ УЛИЦА, ДОМ 4, ПОМЕЩЕНИЕ 376",+7 495 931-96-26; +7 495 212-26-56,voronina.o@gledeninvest.ru,
https://kad.arbitr.ru/Card/1bf0863b-cac7-468b-9750-dd2ec56b9359,"ООО ""МОИС""",108479.94,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Корольков Алексей Владимирович,771401001,"127083, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ САВЕЛОВСКИЙ, СТАРЫЙ ПЕТРОВСКО-РАЗУМОВСКИЙ ПР-Д, Д. 5-13, ПОМЕЩ. 1П",+7 967 193-72-47,mos.industrial.union@yandex.ru,
https://kad.arbitr.ru/Card/d4ffb4a2-ba15-4b4b-919a-ce3b62013db9,"ООО ""ТПО ""НОВЫЙ ВЕК""",871135.37,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дворецкий Вадим Владимирович,772801001,"117342, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, БУТЛЕРОВА УЛ., Д. 17, ПОМЕЩ. 288/4",,,
https://kad.arbitr.ru/Card/2faf0e53-2302-451e-ae23-df7dc7ee0624,"ООО ""ГАЗПРОМБАНК АВТОЛИЗИНГ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Маркова Лилия Викторовна,772801001,"117342, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КОНЬКОВО, МИКЛУХО-МАКЛАЯ УЛ., Д. 40, ПОМЕЩ. 2/1",+7 495 231-12-34; +7 800 301-49-55; +7 495 719-13-96; +7 800 100-72-15; +7 985 740-23-69,oslp@gpbl.ru; darenskikhgv@gpbl.ru; ls@gpbl.ru; voloshchenkoav@gpbl.ru; client@gpbl.ru,лизинглегко.рф
https://kad.arbitr.ru/Card/7ad57b62-576c-44c9-bce6-8b2f993526a3,"ООО ""ИДЕАЛЬНЫЕ ИНСТРУМЕНТЫ""",0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Серавкин Андрей Алексадрович,770201001,"129110, ГОРОД МОСКВА, НАПРУДНЫЙ ПЕРЕУЛОК, ДОМ 10, СТРОЕНИЕ 2, КОМНАТА 4",+7 495 933-65-03,,
https://kad.arbitr.ru/Card/f1d70f34-effa-4658-b644-717fa0dfe727,"ООО ""НОВОЗАВОДСКАЯ""",311653,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Макиева Карина Алановна,773301001,"125363, ГОРОД МОСКВА, ГЕРОЕВ ПАНФИЛОВЦЕВ УЛИЦА, ДОМ 2, ЭТАЖ 1 ПОМ. 1 КОМН. 1",,makievakarina@yandex.ru,
