Url kad.arbitr,Название,ИНН,Номер дела,Сумма иска,Проверить сумму иска,Директор,КПП,ОГРН,Дата присвоения ОГРН,Адрес,Sbisru Телефон,Sbisru Эл. почта,VbankCenterru Телефон,VbankCenterru Эл. почта
https://kad.arbitr.ru/Card/b1d29fee-0e41-42d7-bfe8-8874c87e6acd,"ООО ""ИНЖСТРОЙ-ИННОВАЦИИ""",5050132940,А40-48622/2024,2860879.51,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дурнаев Евгений Анатольевич,500301001,1175050006097,27.06.2017,"142700, МОСКОВСКАЯ ОБЛ, ВИДНОЕ Г, БЕЛОКАМЕННОЕ Ш, Д. 9, КОМНАТА 110",8 (495) 783-47-70,info@ingstroyinn.ru,+7 (495) 783-47-70 ; +7 (929) 989-77-00 ; +7 (905) 790-59-19 ,kazna@ingstroyinn.ru; o.ashkova@ingstroyinn.ru; info@ingstroyinn.ru; s.ponomarev@ingstroyinn.ru
https://kad.arbitr.ru/Card/c430649e-de34-4948-8324-a284162547f5,"ТСЖ ""ТСЖ ""ТРОФИМОВО""",7723330701,А40-48605/2024,529738.65,нет,ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ: Домбровский Антон Юрьевич,772301001,1037723010203,13.03.2003,"109432, ГОРОД МОСКВА, ТРОФИМОВА УЛИЦА, 10",8 (499) 234-25-74,,+7 (905) 584-72-33 ,tsgtrofimovo10@yandex.ru
https://kad.arbitr.ru/Card/805f1311-97c5-4029-bbe3-c45c7dc93767,"ООО ""МКТ""",7811365157,А40-48597/2024,9665362.42,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Мельников Алексей Сергеевич,771801001,1079847067046,02.02.2007,"107061, Г МОСКВА, ПРЕОБРАЖЕНСКАЯ ПЛ, Д. 8, ЭТАЖ 27 - ПОМ. LXXXVI",,e.proshina@marvel.ru,+7 (812) 326-32-32 ,i.tsvetkov@marvel.ru
https://kad.arbitr.ru/Card/b32487ee-ae2f-42f0-a847-913ebce267cb,"ООО ""ОКА-ФМ""",5077014171,А40-48596/2024,0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Староверов Дмитрий Владимирович,507701001,1025007770424,01.10.2002,"142253, МОСКОВСКАЯ ОБЛАСТЬ, СЕРПУХОВ ГОРОД, БОЛЬШЕВИК ПОСЕЛОК, ЛЕНИНА УЛИЦА, 11, ПОМ.2",8 (49677) 0-59-69,butrem@mail.ru,+7 (916) 115-97-19 ; +7 (496) 738-06-00 ,butrem@mail.ru; tsvetkova.oka-fm@mail.ru
https://kad.arbitr.ru/Card/78f3d41d-a9d8-4144-916c-559e9adb8da9,"ООО ""ЛЕВИТЭК""",7720269375,А40-48591/2024,1245937.5,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Осипов Алексей Сергеевич,772201001,1027720007369,12.11.2002,"109125, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ТЕКСТИЛЬЩИКИ, 1-Й САРАТОВСКИЙ ПР-Д, Д. 4, КАБ. 2",8 (495) 150-33-65,m.rahmatulina@levitek.ru,+7 (916) 138-49-18 ; +7 (495) 240-52-53 ; +7 (495) 240-52-52 ; +7 (495) 240-55-53 ,m.rahmatulina@levitek.ru; sales@vego-trade.ru; sales@vengo-trade.ru
https://kad.arbitr.ru/Card/45dc21bc-f847-48b7-a8ea-133eddbe6169,"ООО ""ГАРАНТ""",0608045277,А40-48586/2024,454735.93,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Газдиев Адам Магомедович,060801001,1170608002344,17.05.2017,"386102, РОССИЯ, РЕСП. ИНГУШЕТИЯ, ГОРОД НАЗРАНЬ Г.О., ЦЕНТРАЛЬНЫЙ ОКРУГ ТЕР., ПОБЕДЫ УЛ., Д. 54, ЭТАЖ 4/ОФИС 6",,juris_111@mail.ru,+7 (873) 455-12-89 ,f0060902@ing.kawkazrg.ru
https://kad.arbitr.ru/Card/9710b4f8-9be9-4f12-96a4-efa3508afb83,"ООО ""МАНОФЬЮТ""",7725284000,А40-48581/2024,200000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Назаров Павел Павлович,772801001,1157746728193,07.08.2015,"117630, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОБРУЧЕВСКИЙ, СТАРОКАЛУЖСКОЕ Ш., Д. 62, ПОМЕЩ. 1/2",8 (499) 110-23-45,manoffut@gmail.com,+7 (903) 786-05-27 ,manoffut@gmail.com
https://kad.arbitr.ru/Card/551160de-18e6-4dab-96ad-7d6d291e9500,"ООО ""ВОСТОЧНЫЙ ПОТОК""",7743242394,А40-48573/2024,629800,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Чеглаков Антон Алексеевич,773001001,1187746121001,05.02.2018,"121293, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ДОРОГОМИЛОВО, НЕВЕРОВСКОГО УЛ., Д. 10, СТР. 3А",,,+7 (917) 535-81-33 ,accountant@eaststream.pro
https://kad.arbitr.ru/Card/32d0953d-e31a-47fe-948c-9753cb1d1707,"ООО ""КАРАМЕЛЬ""",2636051068,А40-48570/2024,950750,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Долгарев Максим Александрович,263601001,1072635003748,01.03.2007,"355005, РОССИЯ, СТАВРОПОЛЬСКИЙ КРАЙ, ГОРОД СТАВРОПОЛЬ Г.О., СТАВРОПОЛЬ Г., Л.ТОЛСТОГО УЛ., Д. 121А, ОФИС 12",,,,
https://kad.arbitr.ru/Card/29d3f053-aa0f-45f2-9f0e-b87dedef5f71,"ООО ""ЖИЛЦЕНТР""",7721728416,А40-48565/2024,4595325.25,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Жуков Сергей Сергеевич,772201001,1117746500695,24.06.2011,"111024, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЛЕФОРТОВО, АВИАМОТОРНАЯ УЛ., Д. 50, СТР. 2, ПОМЕЩ. 29/2",,jilcentr@yandex.ru,+7 (926) 715-84-18 ,svetlana147852@mail.ru
https://kad.arbitr.ru/Card/0a378e4c-37f8-4eca-9502-14ee2fbd9b94,"ООО ""АВТОВИЛЛА""",7805707941,А40-48559/2024,198000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Доровский Никита Андреевич,780501001,1177847202158,08.06.2017,"198216, ГОРОД САНКТ-ПЕТЕРБУРГ, НАРОДНОГО ОПОЛЧЕНИЯ ПРОСПЕКТ, ДОМ 39, ЛИТЕР А, ПОМ. 4-Н ОФИС 10",,,+7 (981) 997-90-44 ,avtovillatender@gmail.com
https://kad.arbitr.ru/Card/59115778-21d4-4ae2-b497-f2d0d68b6e8a,"ООО ""ЭНКОМ""",7743668640,А40-48557/2024,1935574,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Дандре Георгий Андреевич,770801001,1077762950055,26.11.2007,"107140, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ КРАСНОСЕЛЬСКИЙ, КРАСНОПРУДНАЯ УЛ., Д. 12/1, СТР. 1, ПОМЕЩ. 1/6",,info@enkom.biz,+7 (985) 970-45-95 ; +7 (495) 543-97-90 ; +7 (926) 900-02-11 ; +7 (495) 970-45-95 ,innanosik777@mail.ru; 9704595@gmail.com; info@enkom.biz; ostrekoza@enkom.biz; info@enkom.ru; tschugoreva@enkom.biz
https://kad.arbitr.ru/Card/f123de6d-d7eb-4814-b10a-adee56cc9d43,"ООО ""ЯНДЕКС.ТАКСИ""",7704340310,А40-48554/2024,136020,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Аникин Александр Михайлович,770301001,5157746192731,21.12.2015,"123112, ГОРОД МОСКВА, 1-Й КРАСНОГВАРДЕЙСКИЙ ПРОЕЗД, ДОМ 21, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ 36.9 ЭТАЖ 36",8 (495) 739-70-00,corp@yandex-team.ru,+7 (495) 739-70-00 ,
https://kad.arbitr.ru/Card/ad572f80-4a7c-4722-87f9-6626b7823d7a,"ООО ""МОСТ ГРУПП""",7751157449,А40-48550/2024,365979.72,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Поздняков Евгений Юрьевич,773401001,1197746142494,25.02.2019,"123308, ГОРОД МОСКВА, 3-Й СИЛИКАТНЫЙ ПРОЕЗД, ДОМ 4, КОРПУС 1, ЭТАЖ 5 ПОМ II КОМ 15А 15Б",,,+7 (495) 602-00-60 ,sk@grupmost.ru
https://kad.arbitr.ru/Card/86ac918c-7333-4b58-a003-0048865d1109,"ООО ""ЛОГОЛИТ""",7733346549,А40-48547/2024,555018.58,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Маренин Денис Николаевич,773301001,1197746615670,16.10.2019,"125424, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПОКРОВСКОЕ-СТРЕШНЕВО, СХОДНЕНСКИЙ ТУП., Д. 4",,,,
https://kad.arbitr.ru/Card/ed8eec41-5de5-46d5-8fee-e24f5a86c9e3,"ООО ""ПРЕМЬЕР-ТЕХНО""",7725406473,А40-48546/2024,1200000,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Куприянов Сергей Владимирович,772501001,5177746276153,30.11.2017,"115114, ГОРОД МОСКВА, 2-Й ПАВЕЛЕЦКИЙ ПРОЕЗД, ДОМ 5, СТРОЕНИЕ 1, Э 2 ПОМ IV К 18 ОФ 32",,,+7 (909) 672-02-70 ,
https://kad.arbitr.ru/Card/ef9537d0-f5a2-4d94-82e6-29166ee4c459,"ООО ""ГЕО-НДТ""",7715809681,А40-48538/2024,680000,нет,Генеральный директор: Волосевич Владислав Викторович,770501001,1107746375945,06.05.2010,"115114, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЗАМОСКВОРЕЧЬЕ, ЛЕТНИКОВСКАЯ УЛ., Д. 4, СТР. 5, ПОМЕЩ./ОФИС/МАНСАРДА 5/1",,info@geo-ndt.ru,+7 (499) 343-65-76 ; +7 (812) 456-22-97 ,sf@geo-ndt.ru
https://kad.arbitr.ru/Card/d47a00cb-4766-4ba3-b3f7-68bf32695051,"ООО ""МЦЛТ""",7707788766,А40-48531/2024,120101,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Григорьянц Александр Григорьевич,770701001,1127747105760,01.11.2012,"127055, ГОРОД МОСКВА, НОВОСЛОБОДСКАЯ УЛИЦА, ДОМ 14/19, СТРОЕНИЕ 1, ЭТ П ПОМ III КОМ 1 ОФИС 20",,,+7 (985) 924-25-11 ,mcltlaser@gmail.com; kolchanovdmitry@gmail.com; ash@bmstu.ru
https://kad.arbitr.ru/Card/8f5f0e4a-965d-4931-b689-4f6ddaf0872b,"ООО ""СТРОЙИНВЕСТГРУП""",7730656045,А40-48526/2024,214513.38,нет,"Управляющая организация: ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАМАНТ ХОЛДИНГ""",770401001,1117746966237,29.11.2011,"121069, ГОРОД МОСКВА, БОЛЬШАЯ МОЛЧАНОВКА УЛИЦА, ДОМ 12, СТРОЕНИЕ 2",8 (495) 988-46-46,slavgorodskaya@dsinv.ru,,
https://kad.arbitr.ru/Card/a0da4310-3966-42ac-9af4-20ad96b8a2e8,"ООО ""КАСКАД""",7714439244,А40-48519/2024,425542.28,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Макешин Алексей Владимирович,771401001,1197746115500,15.02.2019,"125040, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ БЕГОВОЙ, НИЖНЯЯ УЛ., Д. 14, СТР. 7, ЭТАЖ ЦОКОЛЬНЫЙ, ПОМЕЩ. 02",,,,
https://kad.arbitr.ru/Card/0ce8a494-ee2c-4ade-9ac7-c5394853bee8,"ООО ""МЕДИКАЛ ЭСТЕТИК""",2013006772,А40-48517/2024,653372.66,нет,ДИРЕКТОР: Отарова Белла Абдуловна,231101001,1172036005833,20.09.2017,"350062, РОССИЯ, КРАСНОДАРСКИЙ КРАЙ, ГОРОД КРАСНОДАР Г.О., КРАСНОДАР Г., КАЗБЕКСКАЯ УЛ., Д. 12, ОФИС 1",,td_natali@mail.ru,+7 (918) 624-35-24 ; +7 (988) 901-13-13 ,td_natali@mail.ru
https://kad.arbitr.ru/Card/fb9c6299-a311-4044-9cd6-b2f218e11888,"ООО ""5 ШАГОВ""",5001086680,А40-48503/2024,130073.75,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Кетова Любовь Николаевна,500101001,1125001000354,07.02.2012,"143900, МОСКОВСКАЯ ОБЛАСТЬ, БАЛАШИХА ГОРОД, ЛЕНИНА ПРОСПЕКТ, 57, ПОМ.65",,,,
https://kad.arbitr.ru/Card/dead452f-0328-4ebe-899e-f715469815d5,"ООО ""ПРИЮГАНСКОЕ""",9723161937,А40-48491/2024,23198177.48,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Вовк Александр Константинович,772201001,1227700434708,21.07.2022,"111024, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ЛЕФОРТОВО, АВИАМОТОРНАЯ УЛ., Д. 50, СТР. 2, ПОМЕЩ. 29/2",,,,
https://kad.arbitr.ru/Card/69830831-15c5-4f72-90a0-250fcf8c2e8c,"ООО ""МСК""",2373003784,А40-48481/2024,15708680.44,нет,ДИРЕКТОР: Ляшенко Валерий Сергеевич,771701001,1132373001617,08.05.2013,"129085, ГОРОД МОСКВА, МИРА ПРОСПЕКТ, ДОМ 101, СТР 1, ЭТАЖ 3 ПОМ I КОМН 16",,,+7 (862) 555-12-17 ; +7 (903) 455-71-79 ; +7 (928) 109-38-36 ,alex.a.sum@gmail.com; iccompany.ru@gmail.com
https://kad.arbitr.ru/Card/c3fbf06c-e764-42e3-854d-ed5afb62ea36,"ООО ""МФ ""ИНТЕРДИЗАЙН""",3906307090,А40-48474/2024,4138411.93,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Святовец Александр Григорьевич,391401001,1133926038003,16.10.2013,"238158, КАЛИНИНГРАДСКАЯ ОБЛАСТЬ, ЧЕРНЯХОВСКИЙ РАЙОН, ЧЕРНЯХОВСК ГОРОД, ПРОМЫШЛЕННАЯ УЛИЦА, ДОМ 9",8 (40141) 3-26-36,,+7 (906) 237-59-44 ; +7 (401) 413-26-36 ,v.beketova@id-mebel.ru; office@id-mebel.ru; director@id-factory.ru
https://kad.arbitr.ru/Card/6f644020-ff17-4752-91f4-5637beaa6707,"ООО ""РЭД РАББИТ""",9704043840,А40-48473/2024,207041.36,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Бабкин Александр Юрьевич,770401001,1217700013080,20.01.2021,"119270, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ХАМОВНИКИ, ЛУЖНЕЦКАЯ НАБ., Д. 2/4, СТР. 19, ЭТАЖ 1 ПОМЕЩ. V, КОМ. 6",8 (499) 742-16-51,hamanin000@yandex.ru,+7 (928) 854-54-96 ,torgi@redrab.ru
https://kad.arbitr.ru/Card/d377932f-7bdb-4906-8c6a-7b3a213efc78,"ООО ""ГЕОИЗОЛ""",7811077889,А40-48461/2024,58713729.96,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Лашкова Елена Борисовна,781301001,1027802515432,24.12.2002,"197046, ГОРОД САНКТ-ПЕТЕРБУРГ, БОЛЬШАЯ ПОСАДСКАЯ УЛИЦА, ДОМ 12, ЛИТЕР А, ПОМЕЩЕНИЕ 107-Н",8 (812) 337-53-13,info@geoizol.ru,+7 (812) 337-53-11 ,
https://kad.arbitr.ru/Card/16e32908-6c97-4253-a7e3-f9c82636185c,"ООО ""СДВГ""",7842198481,А40-48449/2024,144543.4,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Степанов Никита Леонидович,784201001,1217800192004,13.12.2021,"191036, РОССИЯ, Г. САНКТ-ПЕТЕРБУРГ, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ СМОЛЬНИНСКОЕ, ВОССТАНИЯ УЛ., Д. 15, ЛИТЕРА А, ПОМЕЩ. 10Н, ОФИС 1",,,,
https://kad.arbitr.ru/Card/a2fb3841-a0e3-403d-a382-f114f1d83762,"ООО ""ИНЖЕНЕРНЫЕ СЕТИ""",7733425818,А40-48430/2024,519344.04,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Магомедов Гаджи Акаевич,773301001,1237700721862,25.10.2023,"125371, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПОКРОВСКОЕ-СТРЕШНЕВО, ВОЛОКОЛАМСКОЕ Ш., Д. 116, ПОМЕЩ. 439",,y5959@yandex.ru,,
https://kad.arbitr.ru/Card/452f03ed-92a2-42a5-96dc-f125e5598d72,"ООО ""ДИЛАТТЕ-ГРУПП""",7720792031,А40-48419/2024,1074565.03,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Расеник Михаил Иванович,772001001,1137746873791,23.09.2013,"111558, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ИВАНОВСКОЕ, ФЕДЕРАТИВНЫЙ ПР-КТ, Д. 48, К. 1, ПОМЕЩ. 1/1",8 (495) 120-99-31,,+7 (926) 055-10-07 ,tomilovavera@mail.ru
https://kad.arbitr.ru/Card/84614722-ebb4-4eb2-8e51-8fa394bcf6a8,"ООО ТД ""ТЕХНОПОЛИС""",5034052158,А40-48416/2024,7766732.35,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Ельцов Алексей Вячеславович,503401001,1165034050917,08.07.2016,"142608, МОСКОВСКАЯ ОБЛАСТЬ, ОРЕХОВО-ЗУЕВО ГОРОД, ИВАНОВА УЛИЦА, ДОМ 8",,tehnopolis81@gmail.com,+7 (910) 404-27-73 ; +7 (926) 180-66-11 ,tehnopolis81@gmail.com; tulyev2016@gmail.com
https://kad.arbitr.ru/Card/bc22268b-7fcc-4c20-a087-a17791f48d16,"ООО ""ЦИФРА""",7704245507,А40-48412/2024,41812444.8,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Емельченков Сергей Евгеньевич,772901001,1027704005780,03.10.2002,"119311, ГОРОД МОСКВА, ВЕРНАДСКОГО ПРОСПЕКТ, ДОМ 6, ПОМЕЩЕНИЕ 528",,,+7 (495) 665-91-31 ; +7 (903) 729-00-84 ,oksana.drozdova@zyfra.com; ig.bogachev@gmail.com
https://kad.arbitr.ru/Card/5ff602bc-9271-4808-b88b-3f765557bdb5,"ООО ""ТКСК МОСТ""",5032074156,А40-48403/2024,9921373,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Детков Алексей Николаевич,775101001,1025004070926,15.12.2002,"108811, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. ПОСЕЛЕНИЕ МОСКОВСКИЙ, КИЕВСКОЕ ШОССЕ 22-Й (П МОСКОВСКИЙ) КМ, ДВЛД. 4, СТР. 2, ПОМЕЩ. 68Н/2",,,+7 (963) 612-81-13 ,sekretar@tksk-most.ru
https://kad.arbitr.ru/Card/ea342f7d-040a-4a31-b6fe-ea547e0ce964,"ООО ""БИДЖИ ИНЖИНИРИНГ""",5047194537,А40-48401/2024,1114482.76,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Бабичук Владислав Александрович,504701001,1175029004787,13.02.2017,"141431, МОСКОВСКАЯ ОБЛАСТЬ, ХИМКИ ГОРОД, ПОДРЕЗКОВО МИКРОРАЙОН, НОВОЗАВОДСКАЯ (ПОДРЕЗКОВО МКР.) УЛ, ДОМ 12, ПОМЕЩЕНИЕ 1",,bk-miat@yandex.ru,+7 (916) 722-57-02 ; +7 (495) 260-80-85 ; +7 (917) 555-51-45 ,info.bgeng@gmail.com; info.bgengmos@mail.ru; info@bgeng.ru; ayu_garshin@rn-aero.ru
https://kad.arbitr.ru/Card/f7f4d917-d6c8-4409-a961-6982a25b5c91,"ООО ""АЛЬФА-М""",7743931676,А40-48400/2024,0,да,ДИРЕКТОР: Михайленко Константин Викторович,774301001,1147746779025,09.07.2014,"125475, ГОРОД МОСКВА, КЛИНСКАЯ УЛИЦА, ДОМ 12, ПОМЕЩЕНИЕ II (КОМНАТЫ 9-13)",8 (351) 210-22-02,zholudeva.ksyusha@mail.ru,+7 (351) 210-22-02 ,1238@krasnoe-beloe.ru
https://kad.arbitr.ru/Card/da765feb-78de-4aa3-87cb-beaedea13d34,"ООО ""ДЕКОР КОНЦЕПТ""",9717123186,А40-48385/2024,1603617.58,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Ахмедли Кенан Саяд Оглы,771701001,1227700724074,07.11.2022,"129515, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОСТАНКИНСКИЙ, АКАДЕМИКА КОРОЛЕВА УЛ., Д. 13, СТР. 1, ПОМЕЩ. 3А/2, КОМ./ОФ. 5/208",,,,
https://kad.arbitr.ru/Card/95386cb9-ee24-4f3a-9c6b-14b2a153bcc3,"ООО ""ДЕКОР КОНЦЕПТ""",9717123186,А40-48383/2024,1538995.82,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Ахмедли Кенан Саяд Оглы,771701001,1227700724074,07.11.2022,"129515, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОСТАНКИНСКИЙ, АКАДЕМИКА КОРОЛЕВА УЛ., Д. 13, СТР. 1, ПОМЕЩ. 3А/2, КОМ./ОФ. 5/208",,,,
https://kad.arbitr.ru/Card/51146828-e37b-464f-ae9d-231cba05e776,"ООО ""ПРОЕКТ АНТАРЕС""",7725372577,А40-48378/2024,236013.16,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Николова Оксана Васильевна,772501001,1177746460847,10.05.2017,"115114, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ДАНИЛОВСКИЙ, ДЕРБЕНЕВСКАЯ НАБ., Д. 7, СТР. 2, ПОМЕЩЕНИЕ 1, КОМ. 20",,,+7 (495) 795-13-99 ; +7 (916) 414-57-46 ; +7 (495) 784-12-25 ,finans24@icloud.com
https://kad.arbitr.ru/Card/ce8d8019-68f9-445d-8705-4418d30d8b69,"ООО ""СИЛКВЭЙ ГРУПП""",7724402370,А40-48376/2024,0,да,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Бураковский Антон Олегович,772401001,1177746183185,22.02.2017,"115612, ГОРОД МОСКВА, БРАТЕЕВСКАЯ УЛИЦА, ДОМ 10, КОРПУС 4, ЭТ 1 КОМ 4 ОФ 1",,,,
https://kad.arbitr.ru/Card/524d9f3c-b50e-4ffe-9f60-430c62348d5d,"ООО ""ГЕНЕЗИС""",5501199604,А40-48358/2024,2334492.41,нет,ДИРЕКТОР: Сергеев Андрей Геннадьевич,550701001,1205500001992,29.01.2020,"644092, РОССИЯ, ОМСКАЯ ОБЛ., ГОРОД ОМСК Г.О., ОМСК Г., ОМСК Г., ПУТИЛОВА УЛ., Д. 3, КВ. 13",,,+7 (904) 829-77-56 ,
https://kad.arbitr.ru/Card/f6f620ea-9e12-4759-8a97-0045cba4a854,"ООО ""МЕТАЛЛ КЛИНЕР""",7751075595,А40-48353/2024,131031.09,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Семёнов Станислав Игоревич,772101001,1177746978991,19.09.2017,"109052, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ НИЖЕГОРОДСКИЙ, РЯЗАНСКИЙ ПР-КТ, Д. 2, СТР. 49, ОФ. 505",,,,
https://kad.arbitr.ru/Card/9012e210-28a2-4496-a7b3-01594b78c868,"ООО ""СПЕЦТЕХНИКА""",6234198075,А40-48347/2024,199344.48,нет,ДИРЕКТОР: Настопырев Михаил Андреевич,623401001,1216200010960,30.11.2021,"390027, РОССИЯ, РЯЗАНСКАЯ ОБЛ, ГОРОД РЯЗАНЬ Г.О., РЯЗАНЬ Г, КАСИМОВСКОЕ Ш, Д. 57, К. 2, КВ. 70",,,,
https://kad.arbitr.ru/Card/d7e0c1b1-de83-4f9c-8b97-b1265f8e5298,"ООО ""ПРОФКОМ""",7116512931,А40-48339/2024,2103750,нет,ДИРЕКТОР: Сухорукова Людмила Николаевна,711601001,1147154032266,19.09.2014,"301622, ТУЛЬСКАЯ ОБЛАСТЬ, НОВОМОСКОВСКИЙ РАЙОН, НОВОМОСКОВСК ГОРОД, МИРА УЛИЦА, ДОМ 1Б, ОФИС 21",,,+7 (980) 728-77-70 ; +7 (910) 555-10-56 ,a.kudryavceva@servistula.com
https://kad.arbitr.ru/Card/606188f0-0ab8-4ac0-ba7d-5dc3acfe7d4b,"ООО ""СУ №24""",6732038765,А40-48336/2024,2775599.68,нет,ДИРЕКТОР: Батуро Павел Сергеевич,673201001,1126732007203,25.05.2012,"214013, СМОЛЕНСКАЯ ОБЛАСТЬ, СМОЛЕНСК ГОРОД, ЧЕРНЯХОВСКОГО УЛИЦА, 4, 1",8 (4812) 65-36-53,,+7 (481) 231-95-09 ; +7 (920) 301-82-12 ,su_24sd@mail.ru
https://kad.arbitr.ru/Card/44ef77c9-512b-4aa4-ad54-a48bd20b8e23,"ООО ""ТСК ""МЕГАПОЛИС""",0571001143,А40-48328/2024,3524358.47,нет,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР: Хасаев Араби Алиевич,771701001,1120571000703,25.05.2012,"129515, РОССИЯ, Г. МОСКВА, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ОСТАНКИНСКИЙ, АКАДЕМИКА КОРОЛЕВА УЛ., Д. 13, СТР. 1, ПОМЕЩ. 3Н",,,+7 (872) 252-23-45 ; +7 (872) 255-23-14 ; +7 (872) 252-34-54 ; +7 (872) 265-55-34 ; +7 (920) 125-47-85 ; +7 (872) 255-34-78 ,umk@mail.ru; umk05@mail.ru
https://kad.arbitr.ru/Card/5e5e7693-1418-4347-9c7c-f50853bd6dd8,"ООО ""АГРОФИРМА ""СЕМАГРО""",7728598830,А40-48326/2024,10355664.8,нет,Генеральный директор: Рубинштейн Владимир Ильич,772801001,1067758699788,26.10.2006,"117246, ГОРОД МОСКВА, ОБРУЧЕВА УЛИЦА, ДОМ 55А, ЭТ 2 ПОМ III КОМ 14-19",8 (495) 718-33-33,,+7 (495) 718-33-33 ,
